item,condition,sentence,target,alternative
ParkerAn_45_CORE_P,CORE_P,The reporter qui a rencontré les candidats définitivement,était,étaient
ParkerAn_45_CORE_P,CORE_P,Le journaliste met  the candidates definitely,was,were
ParkerAn_45_CORE_P,CORE_P,Le journaliste met  the candidates definitely,était,étaient
ParkerAn_45_CORE_P,CORE_P,Le journalistequi a rencontré les candidats définitivement,was,were
ParkerAn_45_CORE_P,CORE_P,Le journalistequi a rencontré les candidats définitivement,était,étaient
ParkerAn_46_OBLIQUE_S,OBLIQUE_S,The fan  met with the musician certainly,was,were
ParkerAn_46_OBLIQUE_S,OBLIQUE_S,The fan  met with the musician certainly,était,étaient
ParkerAn_46_OBLIQUE_S,OBLIQUE_S,The fan qui a rencontré le musicien certainement,was,were
ParkerAn_46_OBLIQUE_S,OBLIQUE_S,The fan qui a rencontré le musicien certainement,était,étaient
ParkerAn_46_OBLIQUE_S,OBLIQUE_S,Le fan met with the musician certainly,was,were
ParkerAn_46_OBLIQUE_S,OBLIQUE_S,Le fan met with the musician certainly,était,étaient
ParkerAn_46_OBLIQUE_S,OBLIQUE_S,Le fanqui a rencontré le musicien certainement,was,were
ParkerAn_46_OBLIQUE_S,OBLIQUE_S,Le fanqui a rencontré le musicien certainement,était,étaient
ParkerAn_46_CORE_S,CORE_S,The fan  met  the musician certainly,was,were
ParkerAn_46_CORE_S,CORE_S,The fan  met  the musician certainly,était,étaient
ParkerAn_46_CORE_S,CORE_S,The fan qui a rencontré le musicien certainement,was,were
ParkerAn_46_CORE_S,CORE_S,The fan qui a rencontré le musicien certainement,était,étaient
ParkerAn_46_CORE_S,CORE_S,Le fan met  the musician certainly,was,were
ParkerAn_46_CORE_S,CORE_S,Le fan met  the musician certainly,était,étaient
ParkerAn_46_CORE_S,CORE_S,Le fanqui a rencontré le musicien certainement,was,were
ParkerAn_46_CORE_S,CORE_S,Le fanqui a rencontré le musicien certainement,était,étaient
ParkerAn_46_OBLIQUE_P,OBLIQUE_P,The fan  met with the musicians certainly,was,were
ParkerAn_46_OBLIQUE_P,OBLIQUE_P,The fan  met with the musicians certainly,était,étaient
ParkerAn_46_OBLIQUE_P,OBLIQUE_P,The fan qui a rencontré les musiciens certainement,was,were
ParkerAn_46_OBLIQUE_P,OBLIQUE_P,The fan qui a rencontré les musiciens certainement,était,étaient
ParkerAn_46_OBLIQUE_P,OBLIQUE_P,Le fan met with the musicians certainly,was,were
ParkerAn_46_OBLIQUE_P,OBLIQUE_P,Le fan met with the musicians certainly,était,étaient
ParkerAn_46_OBLIQUE_P,OBLIQUE_P,Le fanqui a rencontré les musiciens certainement,was,were
ParkerAn_46_OBLIQUE_P,OBLIQUE_P,Le fanqui a rencontré les musiciens certainement,était,étaient
ParkerAn_46_CORE_P,CORE_P,The fan  met  the musicians certainly,was,were
ParkerAn_46_CORE_P,CORE_P,The fan  met  the musicians certainly,était,étaient
ParkerAn_46_CORE_P,CORE_P,The fan qui a rencontré les musiciens certainement,was,were
ParkerAn_46_CORE_P,CORE_P,The fan qui a rencontré les musiciens certainement,était,étaient
ParkerAn_46_CORE_P,CORE_P,Le fan met  the musicians certainly,was,were
ParkerAn_46_CORE_P,CORE_P,Le fan met  the musicians certainly,était,étaient
ParkerAn_46_CORE_P,CORE_P,Le fanqui a rencontré les musiciens certainement,was,were
ParkerAn_46_CORE_P,CORE_P,Le fanqui a rencontré les musiciens certainement,était,étaient
ParkerAn_47_OBLIQUE_S,OBLIQUE_S,The journalist  met with the diplomat undoubtedly,was,were
ParkerAn_47_OBLIQUE_S,OBLIQUE_S,The journalist  met with the diplomat undoubtedly,était,étaient
ParkerAn_47_OBLIQUE_S,OBLIQUE_S,The journalist qui a rencontré le diplomate sans aucun doute,was,were
ParkerAn_47_OBLIQUE_S,OBLIQUE_S,The journalist qui a rencontré le diplomate sans aucun doute,était,étaient
ParkerAn_47_OBLIQUE_S,OBLIQUE_S,La journaliste met with the diplomat undoubtedly,was,were
ParkerAn_47_OBLIQUE_S,OBLIQUE_S,La journaliste met with the diplomat undoubtedly,était,étaient
ParkerAn_47_OBLIQUE_S,OBLIQUE_S,La journalistequi a rencontré le diplomate sans aucun doute,was,were
ParkerAn_47_OBLIQUE_S,OBLIQUE_S,La journalistequi a rencontré le diplomate sans aucun doute,était,étaient
ParkerAn_47_CORE_S,CORE_S,The journalist  met  the diplomat undoubtedly,was,were
ParkerAn_47_CORE_S,CORE_S,The journalist  met  the diplomat undoubtedly,était,étaient
ParkerAn_47_CORE_S,CORE_S,The journalist qui a rencontré le diplomate sans aucun doute,was,were
ParkerAn_47_CORE_S,CORE_S,The journalist qui a rencontré le diplomate sans aucun doute,était,étaient
ParkerAn_47_CORE_S,CORE_S,La journaliste met  the diplomat undoubtedly,was,were
ParkerAn_47_CORE_S,CORE_S,La journaliste met  the diplomat undoubtedly,était,étaient
ParkerAn_47_CORE_S,CORE_S,La journalistequi a rencontré le diplomate sans aucun doute,was,were
ParkerAn_47_CORE_S,CORE_S,La journalistequi a rencontré le diplomate sans aucun doute,était,étaient
ParkerAn_47_OBLIQUE_P,OBLIQUE_P,The journalist  met with the diplomats undoubtedly,was,were
ParkerAn_47_OBLIQUE_P,OBLIQUE_P,The journalist  met with the diplomats undoubtedly,était,étaient
ParkerAn_47_OBLIQUE_P,OBLIQUE_P,The journalist qui a rencontré les diplomates sans aucun doute,was,were
ParkerAn_47_OBLIQUE_P,OBLIQUE_P,The journalist qui a rencontré les diplomates sans aucun doute,était,étaient
ParkerAn_47_OBLIQUE_P,OBLIQUE_P,La journaliste met with the diplomats undoubtedly,was,were
ParkerAn_47_OBLIQUE_P,OBLIQUE_P,La journaliste met with the diplomats undoubtedly,était,étaient
ParkerAn_47_OBLIQUE_P,OBLIQUE_P,La journalistequi a rencontré les diplomates sans aucun doute,was,were
ParkerAn_47_OBLIQUE_P,OBLIQUE_P,La journalistequi a rencontré les diplomates sans aucun doute,était,étaient
ParkerAn_47_CORE_P,CORE_P,The journalist  met  the diplomats undoubtedly,was,were
ParkerAn_47_CORE_P,CORE_P,The journalist  met  the diplomats undoubtedly,était,étaient
ParkerAn_47_CORE_P,CORE_P,The journalist qui a rencontré les diplomates sans aucun doute,was,were
ParkerAn_47_CORE_P,CORE_P,The journalist qui a rencontré les diplomates sans aucun doute,était,étaient
ParkerAn_47_CORE_P,CORE_P,La journaliste met  the diplomats undoubtedly,was,were
ParkerAn_47_CORE_P,CORE_P,La journaliste met  the diplomats undoubtedly,était,étaient
ParkerAn_47_CORE_P,CORE_P,La journalistequi a rencontré les diplomates sans aucun doute,was,were
ParkerAn_47_CORE_P,CORE_P,La journalistequi a rencontré les diplomates sans aucun doute,était,étaient
